ta	tb	tc	td	te	tf	tg	th	ti	tj	tk	tl	tm	tn
606.6224	606.6443	606.5166	606.8618	606.5827	606.7593	606.7994	606.5437	606.6328	606.4495	606.8762	606.8267	606.6208	606.5139
607.6266	607.6441	607.5204	607.8874	607.5645	607.7637	607.8232	607.5455	607.6464	607.4716	607.8829	607.8406	607.6234	607.5213
608.6308	608.6445	608.5243	608.91	608.5452	608.7654	608.8487	608.5467	608.66	608.4929	608.8873	608.8526	608.6263	608.5281
609.6347	609.6456	609.5284	609.928	609.5258	609.7644	609.876	609.5482	609.6736	609.5142	609.8896	609.8629	609.6292	609.5355
610.6376	610.6473	610.5327	610.9401	610.5066	610.7609	610.9045	610.5501	610.6868	610.5347	610.8888	610.8711	610.6319	610.5438
611.6404	611.6496	611.538	611.946	611.4885	611.7552	611.933	611.5527	611.6995	611.5542	611.8839	611.8771	611.6345	611.5525
612.643	612.6522	612.5447	612.9473	612.4717	612.7477	612.9607	612.5553	612.7119	612.5718	612.8751	612.8804	612.6373	612.5626
613.6457	613.6563	613.5527	613.9443	613.4562	613.7389	613.9866	613.5576	613.7238	613.5875	613.8633	613.8809	613.6403	613.5753
614.6488	614.6619	614.5621	614.9374	614.4425	614.7292	615.0098	614.56	614.7349	614.6027	614.849	614.8783	614.6439	614.5907
615.6523	615.6693	615.5727	615.9275	615.4312	615.7193	616.0296	615.5622	615.7452	615.619	615.8328	615.872	615.6478	615.608
616.6564	616.6778	616.5825	616.9151	616.4229	616.7097	617.0452	616.5641	616.756	616.6368	616.8154	616.8621	616.6511	616.6264
617.6613	617.6859	617.5909	617.9006	617.4167	617.7006	618.0569	617.566	617.7684	617.6565	617.7973	617.8491	617.6523	617.6453
618.6665	618.6935	618.5983	618.8851	618.4114	618.6923	619.0656	618.5677	618.7815	618.678	618.779	618.8344	618.6514	618.6635
619.6721	619.701	619.6046	619.8696	619.4075	619.6851	620.0712	619.5696	619.794	619.7009	619.761	619.8193	619.6485	619.6808
620.6777	620.7084	620.6092	620.8545	620.405	620.6796	621.074	620.5734	620.8052	620.7238	620.7437	620.8044	620.6437	620.6982
621.6831	621.7161	621.6121	621.8406	621.4046	621.6759	622.0742	621.58	621.8146	621.7455	621.7273	621.7908	621.6373	621.715
622.6882	622.7249	622.6124	622.8285	622.4066	622.6739	623.0717	622.5892	622.8204	622.7652	622.7123	622.7783	622.6303	622.731
623.6929	623.7356	623.61	623.8185	623.4113	623.6736	624.0667	623.6003	623.8221	623.7817	623.6986	623.7667	623.6234	623.7455
624.6974	624.7485	624.6053	624.811	624.4178	624.6733	625.0597	624.6129	624.82	624.7948	624.686	624.7556	624.6175	624.7586
625.702	625.7634	625.5988	625.8059	625.4263	625.6722	626.0516	625.6268	625.8146	625.8038	625.6749	625.7451	625.6132	625.7714
626.7064	626.7804	626.5915	626.803	626.437	626.6707	627.0427	626.6423	626.8063	626.8082	626.6653	626.7354	626.6109	626.7845
627.7107	627.7995	627.5849	627.8006	627.4495	627.6686	628.0332	627.6588	627.7957	627.8071	627.6568	627.7271	627.6105	627.7964
628.7142	628.8206	628.5798	628.7985	628.4621	628.6658	629.0223	628.6753	628.7834	628.7996	628.649	628.7203	628.6107	628.8055
629.7169	629.8434	629.5772	629.7967	629.4718	629.6624	630.0096	629.6912	629.7697	629.7858	629.6422	629.7151	629.6118	629.8117
630.7165	630.8674	630.5775	630.7941	630.4772	630.6588	630.9954	630.7055	630.7546	630.7667	630.636	630.7118	630.6139	630.8149
631.7123	631.8917	631.5811	631.7908	631.4788	631.6553	631.98	631.7178	631.7384	631.7433	631.6299	631.7101	631.6175	631.8154
632.7059	632.9152	632.5882	632.7864	632.4775	632.6525	632.9633	632.7278	632.7216	632.7172	632.6223	632.7097	632.6229	632.8134
633.6972	633.9375	633.5986	633.7811	633.4736	633.6505	633.9453	633.7355	633.7051	633.6895	633.6129	633.7105	633.6302	633.8096
634.6863	634.9587	634.6119	634.7747	634.4689	634.6498	634.9255	634.7404	634.6895	634.6619	634.6013	634.7125	634.6397	634.8051
635.6739	635.9785	635.6276	635.767	635.4639	635.6505	635.9044	635.7424	635.6752	635.6357	635.5871	635.715	635.6509	635.8002
636.6606	636.9971	636.6451	636.7577	636.4598	636.6524	636.8829	636.7411	636.6628	636.6115	636.5705	636.7179	636.6638	636.7958
637.6474	638.0148	637.6627	637.7473	637.4573	637.6558	637.8619	637.7363	637.6528	637.5886	637.5515	637.7214	637.6777	637.7927
638.6348	639.0318	638.6794	638.7358	638.4579	638.6603	638.842	638.7296	638.6454	638.5689	638.531	638.7271	638.6921	638.7914
639.6236	640.0482	639.6945	639.7238	639.463	639.6658	639.8238	639.7221	639.6409	639.5537	639.511	639.735	639.7065	639.7922
640.6146	641.0638	640.7079	640.7117	640.4719	640.6719	640.808	640.7144	640.6384	640.5435	640.4921	640.7449	640.7206	640.7949
641.6081	642.0783	641.7194	641.6995	641.4839	641.6772	641.7949	641.7068	641.6373	641.5377	641.4738	641.7563	641.7332	641.7971
642.6042	643.0906	642.7283	642.6873	642.4987	642.6818	642.7845	642.7001	642.6368	642.5359	642.4559	642.7699	642.744	642.7979
643.603	644.1002	643.7342	643.6745	643.5156	643.6852	643.7753	643.6938	643.637	643.5381	643.4387	643.7848	643.7521	643.7969
644.6044	645.1085	644.7366	644.6613	644.5341	644.6874	644.7664	644.6877	644.6376	644.5425	644.4232	644.8004	644.7577	644.7937
645.6083	646.1158	645.735	645.6478	645.5539	645.6884	645.7574	645.6804	645.6387	645.548	645.4103	645.816	645.7624	645.7878
646.6144	647.1219	646.7296	646.6334	646.5743	646.6879	646.7469	646.6724	646.6401	646.5536	646.4001	646.8304	646.7671	646.7792
647.6227	648.1265	647.7213	647.6179	647.5946	647.6865	647.7357	647.6656	647.6418	647.5587	647.3932	647.8425	647.7718	647.7686
648.6325	649.1299	648.7118	648.6009	648.6147	648.6853	648.7244	648.6595	648.6436	648.5627	648.3904	648.8505	648.7764	648.7568
649.6436	650.1327	649.7015	649.5829	649.6336	649.6849	649.7136	649.6544	649.6452	649.5653	649.3931	649.8542	649.7804	649.7442
650.6555	651.1351	650.6911	650.5645	650.6499	650.6854	650.7039	650.651	650.6467	650.5663	650.4014	650.8536	650.782	650.7316
651.6675	652.1376	651.6808	651.5454	651.6641	651.6865	651.6956	651.6494	651.6488	651.5667	651.4153	651.8497	651.7808	651.7209
652.6789	653.14	652.6708	652.5257	652.6763	652.688	652.689	652.6494	652.6523	652.5665	652.4342	652.8436	652.7768	652.7132
653.6884	654.1418	653.6613	653.5052	653.6858	653.6898	653.6843	653.6512	653.6559	653.5652	653.4565	653.8359	653.77	653.7083
654.6953	655.1431	654.6525	654.4839	654.6921	654.6923	654.6807	654.6544	654.6594	654.563	654.4807	654.8267	654.7608	654.7054
655.6995	656.1434	655.6448	655.4616	655.6949	655.6948	655.6786	655.6585	655.6622	655.5599	655.5043	655.8163	655.7494	655.7041
656.7007	657.1424	656.6382	656.4379	656.694	656.6962	656.6775	656.6635	656.6639	656.5558	656.5262	656.8054	656.7358	656.704
657.6993	658.14	657.6328	657.4136	657.6897	657.6967	657.6773	657.6688	657.6645	657.551	657.545	657.7953	657.7208	657.7052
658.6953	659.1359	658.6291	658.3901	658.6819	658.6961	658.6782	658.674	658.6652	658.5456	658.5615	658.7862	658.7053	658.7078
659.6911	660.1299	659.6269	659.3682	659.6729	659.6955	659.6802	659.6781	659.6661	659.5402	659.5753	659.7781	659.6888	659.7116
660.6876	661.1199	660.6263	660.3488	660.6624	660.6956	660.683	660.6808	660.6672	660.5362	660.5855	660.771	660.671	660.717
661.6846	662.1056	661.6276	661.3323	661.6513	661.6961	661.686	661.6812	661.6683	661.5339	661.5942	661.7648	661.652	661.7241
662.682	663.0874	662.6311	662.3195	662.6406	662.6967	662.6885	662.6788	662.6695	662.5338	662.6029	662.7599	662.6324	662.7329
663.6799	664.0659	663.637	663.3109	663.631	663.6976	663.6904	663.6738	663.6707	663.5358	663.6118	663.7565	663.6125	663.7433
664.6779	665.0414	664.6459	664.3066	664.6229	664.6987	664.6909	664.6667	664.6711	664.5397	664.6213	664.754	664.5926	664.755
665.6749	666.0149	665.6577	665.3071	665.6162	665.7003	665.6891	665.6579	665.6709	665.5457	665.6325	665.7523	665.5731	665.7679
666.6697	666.9871	666.6714	666.3123	666.6099	666.7022	666.6856	666.6474	666.6699	666.552	666.6458	666.7501	666.5541	666.7817
667.6611	667.9589	667.6852	667.3218	667.6042	667.7044	667.6818	667.6357	667.668	667.5582	667.6614	667.7469	667.5363	667.7968
668.6483	668.9316	668.6984	668.3353	668.5996	668.7068	668.6779	668.6237	668.6654	668.5643	668.6802	668.741	668.5202	668.8138
669.6323	669.9067	669.7104	669.3525	669.5962	669.7095	669.6751	669.6119	669.662	669.5704	669.7027	669.7335	669.5061	669.8322
670.6143	670.8857	670.7198	670.3726	670.5942	670.7126	670.6749	670.6024	670.6588	670.5766	670.7292	670.7249	670.4954	670.8509
671.595	671.8685	671.726	671.3937	671.5938	671.7161	671.6774	671.5967	671.657	671.5829	671.7598	671.7155	671.4879	671.8693
672.5753	672.8525	672.7284	672.4152	672.5949	672.7198	672.6824	672.5956	672.6561	672.5894	672.7926	672.7059	672.483	672.8883
673.556	673.8373	673.7283	673.436	673.5975	673.7236	673.6901	673.5991	673.6552	673.5962	673.8239	673.6968	673.4803	673.908
674.538	674.8216	674.7263	674.4554	674.6016	674.7264	674.7	674.607	674.6541	674.6038	674.8511	674.6882	674.4792	674.9263
675.5225	675.8052	675.7225	675.473	675.6072	675.7282	675.7115	675.6185	675.6526	675.6123	675.8735	675.6804	675.4792	675.9426
676.5103	676.7883	676.7167	676.4887	676.6141	676.7294	676.7231	676.6312	676.6509	676.6217	676.8913	676.673	676.4797	676.9561
677.5021	677.7711	677.7094	677.5042	677.6224	677.7293	677.7343	677.6449	677.6491	677.6318	677.9044	677.6658	677.4801	677.9655
678.4985	678.7538	678.7009	678.5201	678.6312	678.7283	678.7444	678.6591	678.6475	678.6417	678.9129	678.6595	678.4808	678.9719
679.4995	679.7366	679.6916	679.5367	679.6395	679.7274	679.7526	679.673	679.646	679.6517	679.9176	679.6547	679.4819	679.9761
680.5043	680.7197	680.6821	680.5543	680.6472	680.7267	680.7587	680.6865	680.6447	680.6613	680.9191	680.6515	680.4835	680.9783
681.5124	681.7032	681.673	681.5729	681.6547	681.7268	681.7642	681.699	681.6461	681.6694	681.9178	681.6503	681.4857	681.9783
682.5231	682.6872	682.6644	682.5919	682.6619	682.7277	682.7697	682.7106	682.6519	682.6751	682.9144	682.651	682.4885	682.9764
683.5361	683.6719	683.6566	683.6107	683.6688	683.7299	683.7747	683.7209	683.6616	683.6778	683.9106	683.6537	683.4924	683.9726
684.5504	684.6572	684.6499	684.6289	684.675	684.7335	684.7791	684.7298	684.6747	684.6773	684.907	684.6582	684.4967	684.9672
685.5656	685.6429	685.645	685.6464	685.6808	685.7385	685.7823	685.7374	685.6904	685.6743	685.9041	685.6634	685.5017	685.9603
686.5809	686.6291	686.6425	686.6649	686.6861	686.7454	686.7844	686.7439	686.7082	686.6689	686.9022	686.6689	686.507	686.9521
687.5954	687.6158	687.6414	687.684	687.6904	687.754	687.7853	687.7487	687.7269	687.6611	687.9016	687.6743	687.5126	687.9428
688.6086	688.6034	688.6417	688.7035	688.6935	688.7646	688.785	688.7524	688.7457	688.652	688.9025	688.6795	688.5192	688.9331
689.6201	689.5931	689.6424	689.7233	689.6951	689.7768	689.7841	689.7554	689.7634	689.6425	689.9045	689.6839	689.5269	689.9232
690.6315	690.5871	690.6422	690.7433	690.6952	690.7905	690.7834	690.7581	690.7776	690.633	690.9073	690.6873	690.5358	690.9131
691.6426	691.5849	691.6407	691.763	691.694	691.8055	691.7828	691.761	691.7886	691.6244	691.9105	691.6909	691.546	691.9029
692.653	692.585	692.638	692.7817	692.6933	692.8215	692.7819	692.7645	692.796	692.6172	692.9138	692.6944	692.5574	692.8924
693.6623	693.5869	693.6343	693.799	693.6934	693.8381	693.7807	693.7697	693.7999	693.6123	693.9169	693.6979	693.5704	693.8817
694.6705	694.5898	694.6303	694.8141	694.694	694.8548	694.7797	694.7767	694.7999	694.6088	694.9189	694.701	694.5837	694.8708
695.6782	695.5933	695.6264	695.8268	695.6954	695.8712	695.7782	695.7856	695.7958	695.6069	695.9194	695.704	695.5959	695.8596
696.6868	696.5969	696.623	696.8364	696.697	696.8876	696.7757	696.7953	696.7869	696.607	696.9178	696.7067	696.6067	696.8482
697.6968	697.6	697.6214	697.8426	697.6982	697.9041	697.7722	697.8039	697.7737	697.6089	697.9139	697.7088	697.6144	697.8367
698.7081	698.6022	698.621	698.8455	698.6992	698.9197	698.7679	698.8114	698.7571	698.611	698.9074	698.7101	698.6193	698.8274
699.7203	699.6032	699.6216	699.8453	699.6998	699.9336	699.7629	699.8187	699.7391	699.6127	699.898	699.7107	699.6215	699.8214
700.7321	700.6038	700.6226	700.8417	700.6997	700.9451	700.7571	700.8258	700.7221	700.6137	700.8855	700.7106	700.6215	700.8176
701.7434	701.6054	701.6245	701.8352	701.699	701.9561	701.7504	701.8329	701.7064	701.6136	701.8698	701.71	701.6199	701.8156
702.7537	702.6079	702.6263	702.8259	702.6988	702.9666	702.7433	702.8397	702.6931	702.6123	702.8511	702.7088	702.6176	702.8152
703.7611	703.6112	703.628	703.8143	703.6996	703.9761	703.7361	703.8464	703.683	703.6094	703.8312	703.7074	703.6152	703.8155
704.7662	704.6154	704.6287	704.8008	704.7012	704.9844	704.7292	704.8527	704.6768	704.6052	704.8107	704.7061	704.6138	704.8157
705.769	705.6212	705.6279	705.7859	705.7026	705.991	705.7238	705.8584	705.6752	705.5993	705.7899	705.7048	705.614	705.8152
706.7701	706.6307	706.6249	706.7704	706.704	706.9954	706.7205	706.8629	706.6771	706.5919	706.7696	706.7039	706.6169	706.814
707.7695	707.6429	707.6201	707.7546	707.705	707.9971	707.7195	707.8652	707.6801	707.5837	707.7505	707.7028	707.6229	707.8114
708.7675	708.6578	708.6144	708.7382	708.7058	708.9953	708.7217	708.8657	708.6843	708.5755	708.7328	708.7	708.6322	708.8069
709.7643	709.6749	709.6088	709.7216	709.7066	709.9897	709.7271	709.8644	709.6898	709.5676	709.7169	709.6958	709.6429	709.8005
710.7599	710.6935	710.6038	710.7051	710.7074	710.9792	710.7345	710.8612	710.6951	710.5605	710.7031	710.6906	710.6542	710.7919
711.7538	711.7133	711.5994	711.6898	711.7083	711.9643	711.7444	711.8565	711.6999	711.5526	711.6924	711.6844	711.666	711.7816
712.746	712.7332	712.5955	712.6751	712.7092	712.9453	712.7568	712.851	712.7037	712.5431	712.6844	712.6772	712.678	712.7693
713.7366	713.7528	713.5917	713.6602	713.7103	713.923	713.7714	713.845	713.7059	713.532	713.6797	713.6691	713.6897	713.7559
714.7262	714.7719	714.5882	714.6455	714.7118	714.8984	714.788	714.8389	714.7063	714.5184	714.6787	714.6611	714.7007	714.7424
715.7152	715.79	715.5848	715.6312	715.7137	715.8728	715.8059	715.8332	715.7059	715.5027	715.6808	715.6534	715.7104	715.7292
716.7045	716.8069	716.5812	716.6183	716.7162	716.8475	716.825	716.8283	716.7056	716.4857	716.6866	716.6467	716.7188	716.717
717.695	717.8217	717.5772	717.6069	717.7181	717.824	717.8445	717.8242	717.7043	717.468	717.6956	717.6409	717.7256	717.706
718.6871	718.8329	718.5729	718.5976	718.7187	718.8021	718.8637	718.8215	718.7032	718.4506	718.7062	718.6368	718.7308	718.6956
719.6813	719.8413	719.5684	719.5908	719.7179	719.7831	719.8821	719.8204	719.7033	719.4341	719.7175	719.6348	719.7352	719.6866
720.6785	720.8484	720.5635	720.5882	720.7159	720.7685	720.8988	720.8203	720.7042	720.4198	720.7289	720.6352	720.7394	720.6791
721.6799	721.8554	721.5583	721.5896	721.713	721.7568	721.9131	721.8207	721.7057	721.4085	721.7396	721.6401	721.7434	721.6738
722.6852	722.8632	722.5532	722.5947	722.7092	722.7477	722.9246	722.8212	722.7077	722.401	722.7498	722.6504	722.7471	722.6714
723.6937	723.8719	723.5482	723.603	723.7051	723.7406	723.933	723.8215	723.7096	723.3976	723.7598	723.6652	723.7507	723.6707
724.7048	724.8824	724.544	724.6144	724.701	724.7347	724.9388	724.8214	724.7114	724.3989	724.7701	724.6841	724.7552	724.6712
725.7161	725.8948	725.54	725.6279	725.6968	725.729	725.9418	725.8204	725.7129	725.4046	725.78	725.7059	725.7596	725.6725
726.7266	726.9082	726.5365	726.6425	726.6922	726.7232	726.9417	726.8194	726.7144	726.4146	726.7897	726.7299	726.7628	726.6744
727.735	727.9211	727.5338	727.6577	727.6873	727.717	727.9379	727.8184	727.7165	727.4283	727.8	727.7547	727.7647	727.6756
728.7404	728.933	728.5322	728.6733	728.6815	728.7103	728.9305	728.8169	728.719	728.445	728.8107	728.7785	728.7652	728.6755
729.7443	729.9438	729.5323	729.6892	729.6747	729.7026	729.92	729.8145	729.7216	729.4634	729.8206	729.8	729.7645	729.6747
730.7471	730.9537	730.5344	730.7045	730.6671	730.6935	730.9075	730.811	730.7242	730.4823	730.8292	730.8181	730.7623	730.6738
731.7488	731.9626	731.5386	731.7186	731.6581	731.6835	731.8939	731.8063	731.7275	731.5009	731.8367	731.8325	731.7588	731.6729
732.7491	732.9709	732.545	732.7313	732.6476	732.6734	732.8808	732.801	732.7322	732.5182	732.8426	732.8424	732.7539	732.6717
733.7477	733.978	733.5539	733.7429	733.6334	733.6623	733.8681	733.7948	733.7389	733.5353	733.8465	733.8471	733.7477	733.6703
734.7447	734.9841	734.5648	734.7526	734.6149	734.6507	734.8554	734.7885	734.7473	734.5525	734.8488	734.8475	734.7411	734.6689
735.7404	735.989	735.5764	735.7597	735.5925	735.637	735.8434	735.7829	735.7569	735.5693	735.8499	735.8448	735.7358	735.6678
736.7362	736.9932	736.5884	736.7648	736.5669	736.6215	736.8324	736.7781	736.7676	736.5854	736.8503	736.8389	736.7321	736.6671
737.7319	737.9966	737.6002	737.7682	737.5389	737.6052	737.8224	737.7738	737.7789	737.6005	737.8512	737.8298	737.7302	737.6669
738.7277	738.999	738.6116	738.7708	738.5094	738.5893	738.8136	738.7698	738.7899	738.6157	738.8535	738.8174	738.7289	738.667
739.7244	740.0002	739.6228	739.7729	739.4799	739.5748	739.806	739.7664	739.8004	739.6309	739.8577	739.8021	739.7266	739.6667
740.7222	740.9999	740.6335	740.774	740.4511	740.5626	740.7987	740.7635	740.8095	740.6453	740.8637	740.7842	740.7231	740.6656
741.7201	741.998	741.6442	741.774	741.4238	741.5538	741.7913	741.7622	741.8167	741.6592	741.8716	741.7643	741.7189	741.6641
742.7172	742.9954	742.6555	742.7729	742.3983	742.5502	742.7821	742.7645	742.8232	742.6726	742.8807	742.7433	742.7139	742.6629
743.7136	743.9935	743.6675	743.7708	743.3755	743.5513	743.7701	743.7707	743.8299	743.6857	743.8906	743.7217	743.7083	743.6624
744.7094	744.9921	744.6802	744.7662	744.3568	744.5575	744.756	744.7803	744.8372	744.6984	744.9012	744.7	744.7026	744.6621
745.7048	745.9899	745.6935	745.7589	745.3438	745.5685	745.7401	745.7929	745.8457	745.7111	745.913	745.679	745.6974	745.6613
746.6997	746.987	746.7068	746.7487	746.3376	746.5834	746.7228	746.8068	746.8557	746.7233	746.9256	746.6595	746.6927	746.6587
747.6948	747.9833	747.72	747.7357	747.3386	747.6013	747.7047	747.8212	747.8675	747.7354	747.939	747.6423	747.6887	747.6548
748.6906	748.9785	748.7323	748.7204	748.3459	748.6212	748.6866	748.835	748.8812	748.7471	748.9527	748.6281	748.6863	748.6503
749.687	749.972	749.7433	749.7037	749.3595	749.6424	749.6698	749.8476	749.8967	749.7596	749.9662	749.6174	749.6873	749.6459
750.6843	750.9636	750.7532	750.6859	750.3792	750.6639	750.655	750.8582	750.914	750.7739	750.9792	750.6108	750.691	750.6427
751.6824	751.9521	751.7614	751.6674	751.4044	751.684	751.6429	751.8661	751.9327	751.7893	751.991	751.6061	751.6963	751.6407
752.6814	752.9386	752.7681	752.6494	752.4345	752.7011	752.6339	752.8713	752.9521	752.8052	753.0014	752.6033	752.7034	752.6406
753.6823	753.9239	753.7737	753.6329	753.4687	753.7141	753.6285	753.8738	753.9722	753.8203	754.0104	753.602	753.712	753.6422
754.6862	754.9095	754.7791	754.6191	754.5071	754.7228	754.6268	754.8737	754.9934	754.8344	755.0177	754.6021	754.7205	754.6458
755.6917	755.8962	755.7852	755.6091	755.5488	755.7287	755.6293	755.8712	756.0151	755.8453	756.0233	755.6027	755.7283	755.6514
756.6987	756.8842	756.7916	756.6026	756.5923	756.7343	756.6364	756.8666	757.0364	756.8499	757.0278	756.6028	756.7354	756.6585
757.7073	757.8734	757.7983	757.5997	757.6351	757.7402	757.6476	757.8598	758.0571	757.8485	758.0316	757.603	757.7413	757.667
758.7167	758.8632	758.8044	758.6006	758.6754	758.7471	758.6625	758.8511	759.0778	758.8413	759.0343	758.6032	758.7459	758.6763
759.7269	759.8536	759.8096	759.6059	759.7115	759.7567	759.6805	759.8409	760.0985	759.8288	760.0363	759.604	759.7488	759.6862
760.7379	760.8447	760.8134	760.6146	760.7439	760.7692	760.7009	760.8303	761.1184	760.8117	761.0397	760.6059	760.7498	760.6962
761.7517	761.8365	761.8148	761.6257	761.7736	761.7847	761.722	761.8196	762.1367	761.7903	762.0455	761.6095	761.7487	761.707
762.769	762.8289	762.8138	762.6386	762.8027	762.8029	762.7426	762.8097	763.1528	762.7667	763.0536	762.6153	762.7458	762.7183
763.7889	763.8205	763.8107	763.653	763.8311	763.8231	763.7617	763.8011	764.1674	763.7422	764.0642	763.6233	763.7414	763.7298
764.8106	764.8124	764.8054	764.6689	764.8586	764.8447	764.7782	764.7942	765.1796	764.7185	765.0765	764.6331	764.7355	764.7416
765.8336	765.8049	765.7985	765.6872	765.8849	765.8672	765.7917	765.7897	766.1891	765.6971	766.0901	765.6444	765.7291	765.7532
766.8575	766.7982	766.7904	766.707	766.9094	766.8892	766.8018	766.7872	767.1957	766.6791	767.1042	766.6567	766.7206	766.7639
767.8818	767.7925	767.7814	767.7275	767.9322	767.9098	767.8081	767.7859	768.1988	767.6658	768.1181	767.6689	767.7108	767.7733
768.9056	768.7883	768.7717	768.7479	768.9536	768.929	768.8106	768.7864	769.1984	768.6582	769.131	768.6804	768.7007	768.7809
769.9294	769.7853	769.7617	769.7665	769.9734	769.9465	769.8091	769.7874	770.194	769.6564	770.1431	769.6906	769.6889	769.7863
770.9532	770.7841	770.7517	770.7827	770.991	770.9619	770.8059	770.7891	771.186	770.6599	771.1541	770.6994	770.6757	770.7894
771.9763	771.7844	771.7422	771.7969	772.0062	771.9741	771.8019	771.7913	772.1744	771.6688	772.1633	771.7065	771.6616	771.7925
772.9979	772.7861	772.7336	772.8088	773.0189	772.983	772.7966	772.7944	773.1584	772.6818	773.1702	772.7119	772.6468	772.796
774.0174	773.7888	773.7264	773.8159	774.0294	773.9897	773.7899	773.798	774.1389	773.6985	774.1746	773.7151	773.6301	773.8001
775.0356	774.7916	774.7209	774.8177	775.0385	774.9944	774.7825	774.8018	775.1171	774.7177	775.1759	774.7162	774.6114	774.8044
776.0526	775.7944	775.7175	775.8143	776.0461	775.9971	775.7756	775.8057	776.0943	775.7384	776.175	775.7151	775.5914	775.8091
777.0679	776.7966	776.7166	776.806	777.0519	776.9976	776.7704	776.8095	777.0721	776.7593	777.1724	776.7111	776.5701	776.8135
778.0814	777.7982	777.7183	777.7925	778.0554	777.9958	777.7678	777.8134	778.0514	777.7792	778.1678	777.7053	777.5482	777.8171
779.092	778.7996	778.7217	778.7747	779.0566	778.9938	778.7673	778.8172	779.033	778.7955	779.1615	778.6984	778.5264	778.8205
780.0998	779.7997	779.726	779.7537	780.0551	779.9915	779.7687	779.8208	780.0165	779.8085	780.1533	779.6907	779.5059	779.8237
781.1044	780.7983	780.7307	780.7311	781.0522	780.9896	780.772	780.8242	781.001	780.8177	781.1434	780.6827	780.4886	780.8272
782.1063	781.7952	781.7352	781.7083	782.0488	781.9892	781.7777	781.8271	781.9872	781.8242	782.1318	781.6749	781.4753	781.8314
783.1061	782.7906	782.739	782.6854	783.0443	782.9905	782.7847	782.8291	782.9751	782.8282	783.1187	782.6685	782.4659	782.836
784.1032	783.7849	783.7426	783.6633	784.0385	783.9924	783.7917	783.8304	783.9642	783.8301	784.1045	783.6635	783.4607	783.8413
785.0965	784.7782	784.7474	784.6437	785.0307	784.9929	784.7985	784.8312	784.9545	784.8318	785.0896	784.6602	784.4594	784.8474
786.0867	785.7706	785.7537	785.6278	786.0219	785.9919	785.8049	785.8317	785.9449	785.834	786.0745	785.6588	785.4618	785.8538
787.0746	786.7626	786.7614	786.6166	787.0127	786.9897	786.8113	786.8323	786.935	786.8365	787.0598	786.6598	786.4655	786.8602
788.061	787.7558	787.7709	787.6105	788.0034	787.9857	787.8174	787.8326	787.9246	787.8394	788.0457	787.662	787.4697	787.8663
789.0474	788.7513	788.7822	788.61	788.9943	788.98	788.8232	788.8331	788.9139	788.8427	789.0321	788.6641	788.4742	788.873
790.0341	789.7502	789.7953	789.6142	789.9854	789.9724	789.8281	789.8336	789.9032	789.8467	790.0194	789.6655	789.4784	789.88
791.0199	790.7524	790.8112	790.6215	790.9761	790.9634	790.8328	790.8342	790.8922	790.8517	791.008	790.6656	790.4805	790.8871
792.0055	791.7565	791.8291	791.6317	791.9667	791.9533	791.8375	791.8351	791.8807	791.8577	791.9977	791.6652	791.4804	791.8961
792.991	792.7628	792.8477	792.6441	792.9573	792.9426	792.842	792.8363	792.8688	792.8646	792.9877	792.6647	792.478	792.9068
793.9769	793.7714	793.8666	793.6586	793.9479	793.932	793.8466	793.8377	793.8566	793.8736	793.9781	793.6644	793.4736	793.9188
794.9615	794.7815	794.885	794.6744	794.9385	794.9217	794.8515	794.8391	794.8437	794.8845	794.9686	794.6647	794.4672	794.9316
795.9467	795.793	795.9023	795.6905	795.9296	795.9123	795.8593	795.8405	795.831	795.8976	795.9588	795.6661	795.4615	795.9448
796.9333	796.8055	796.9175	796.7062	796.9211	796.9048	796.8702	796.8419	796.8187	796.9127	796.9487	796.6688	796.4595	796.9582
797.9219	797.8188	797.9297	797.7206	797.9142	797.8997	797.8838	797.8431	797.8065	797.9291	797.9385	797.673	797.4613	797.9711
798.9131	798.8317	798.9385	798.7324	798.9113	798.897	798.8996	798.8443	798.7953	798.9457	798.9286	798.6794	798.4673	798.983
799.907	799.8439	799.9429	799.7406	799.9125	799.8969	799.9166	799.845	799.7859	799.9606	799.9194	799.6885	799.4774	799.9929
800.9038	800.8556	800.9424	800.7448	800.9174	800.8992	800.9341	800.8452	800.7789	800.9727	800.9102	800.6996	800.4913	800.9999
801.9036	801.8668	801.9374	801.7457	801.9252	801.9039	801.951	801.8447	801.7745	801.9816	801.9009	801.7125	801.5089	802.0036
802.9055	802.8779	802.928	802.7462	802.935	802.9099	802.9661	802.8435	802.7717	802.9885	802.8914	802.7273	802.53	803.004
803.9084	803.8885	803.9152	803.7458	803.9456	803.9161	803.9786	803.8421	803.7709	803.9945	803.8824	803.7443	803.5539	804.0007
804.9122	804.898	804.9	804.7451	804.9565	804.922	804.9875	804.8402	804.7724	804.9996	804.8742	804.7627	804.5807	804.9933
805.9164	805.9063	805.8832	805.7442	805.9672	805.9268	805.9922	805.8374	805.7757	806.004	805.8671	805.7813	805.6097	805.9838
806.9205	806.9139	806.8658	806.7438	806.9781	806.9302	806.9935	806.8336	806.7806	807.0076	806.8613	806.7991	806.6399	806.9736
807.9243	807.9217	807.8489	807.7444	807.9887	807.9313	807.9914	807.8287	807.7864	808.0103	807.8571	807.8151	807.6703	807.9626
808.9274	808.9299	808.8331	808.7458	808.9983	808.9294	808.9857	808.8229	808.7925	809.0122	808.8547	808.8288	808.6998	808.9515
